Isolate,Collection_time,Country,Nextstrain_clade,Source
hCoV-19/Israel/CVL-s2049/2020.668/20C,2020.668,Israel,20C,GISAID
hCoV-19/Israel/CVL-s2064/2020.668/20C,2020.668,Israel,20C,GISAID
hCoV-19/Algeria/3465/2020.236/20C,2020.236,Algeria,20C,GISAID
hCoV-19/Algeria/11035/2020.329/20C,2020.329,Algeria,20C,GISAID
hCoV-19/Norway/3009/2020.592/20C,2020.592,Norway,20C,GISAID
hCoV-19/Algeria/49082/2020.504/20C,2020.504,Algeria,20C,GISAID
hCoV-19/Algeria/49081/2020.504/20C,2020.504,Algeria,20C,GISAID
hCoV-19/NewZealand/NZ4_patient/2020.234/20C,2020.234,NewZealand,20C,GISAID
hCoV-19/Bermuda/51478/2020.914/20C,2020.914,Bermuda,20C,GISAID
hCoV-19/USA/SC-MCRDPI_20_3319-T42/2020.783/20C,2020.783,USA,20C,GISAID
hCoV-19/USA/DE-DHSS-F956502/2020.403/20C,2020.403,USA,20C,GISAID
hCoV-19/SierraLeone/KGH-G-8548/2020.245/20C,2020.245,SierraLeone,20C,GISAID
hCoV-19/USA/NE-NCOV20-12678/2020.351/20C,2020.351,USA,20C,GISAID
hCoV-19/USA/DC-HP10595-PIDRCCYCAS/2020.714/20C,2020.714,USA,20C,GISAID
hCoV-19/Austria/CeMM0133/2020.198/20C,2020.198,Austria,20C,GISAID
hCoV-19/USA/HI-H200128/2020.485/20C,2020.485,USA,20C,GISAID
hCoV-19/USA/HI-H200107/2020.343/20C,2020.343,USA,20C,GISAID
hCoV-19/NewZealand/20CV0310/2020.25/20C,2020.25,NewZealand,20C,GISAID
hCoV-19/USA/PA-MGEL-01082/2020.87/20C,2020.87,USA,20C,GISAID
hCoV-19/DominicanRepublic/Yale-5527/2021.07/20C,2021.07,DominicanRepublic,20C,GISAID
hCoV-19/USA/CA-QDX-2021/2020.209/20C,2020.209,USA,20C,GISAID
hCoV-19/Norway/2746/2020.458/20C,2020.458,Norway,20C,GISAID
hCoV-19/Sweden/01_SE100_21CS508605/2020.25/20C,2020.25,Sweden,20C,GISAID
hCoV-19/Sweden/20-08930/2020.529/20C,2020.529,Sweden,20C,GISAID
hCoV-19/Finland/5KS16B34/2020.428/20C,2020.428,Finland,20C,GISAID
hCoV-19/Greece/2550L/2020.321/20C,2020.321,Greece,20C,GISAID
hCoV-19/NewZealand/20CV0273/2020.225/20C,2020.225,NewZealand,20C,GISAID
hCoV-19/Mozambique/KRISP-MZ157469/2020.526/20C,2020.526,Mozambique,20C,GISAID
hCoV-19/Argentina/PAIS-D0039/2020.239/20C,2020.239,Argentina,20C,GISAID
hCoV-19/USA/TX-HMH-2044/2020.354/20C,2020.354,USA,20C,GISAID
hCoV-19/Nigeria/OY607-CV171/2020.447/20C,2020.447,Nigeria,20C,GISAID
hCoV-19/USA/OH-ODH-SC51150/2020.507/20C,2020.507,USA,20C,GISAID
hCoV-19/PuertoRico/PR-CDC-S115/2020.775/20C,2020.775,PuertoRico,20C,GISAID
hCoV-19/USA/MS-CDC-3861353-001/2020.641/20C,2020.641,USA,20C,GISAID
hCoV-19/USA/KS-KHEL-0387/2020.589/20G,2020.589,USA,20G,GISAID
hCoV-19/USA/ID-UI-IIDS-U0574/2020.805/20G,2020.805,USA,20G,GISAID
hCoV-19/USA/WA-UW-12611/2020.49/20G,2020.49,USA,20G,GISAID
hCoV-19/Cyprus/BMVUCY381/2020.608/20G,2020.608,Cyprus,20G,GISAID
hCoV-19/USA/ID-IVREF-810445/2020.898/20G,2020.898,USA,20G,GISAID
hCoV-19/USA/MT-UMGC-02266/2020.81/20G,2020.81,USA,20G,GISAID
hCoV-19/USA/OH-ODH-SC152477/2020.848/20G,2020.848,USA,20G,GISAID
hCoV-19/USA/IL-USAFSAM-S609/2020.898/20G,2020.898,USA,20G,GISAID
hCoV-19/USA/WV-WVU-WV002666/2020.914/20G,2020.914,USA,20G,GISAID
hCoV-19/USA/ME-HETL-J0494/2020.999/20G,2020.999,USA,20G,GISAID
hCoV-19/USA/AR-CDC-ASC210002434/2021.182/20G,2021.182,USA,20G,GISAID
hCoV-19/USA/NM-UNM-TC-2/2021.242/20G,2021.242,USA,20G,GISAID
hCoV-19/USA/ME-HETL-J0904/2021.032/20G,2021.032,USA,20G,GISAID
hCoV-19/USA/SD-UMGC_108/2020.802/20G,2020.802,USA,20G,GISAID
hCoV-19/NewZealand/21MV0077/2021.114/20G,2021.114,NewZealand,20G,GISAID
hCoV-19/USA/MT-MTPHL-21210001/2021.081/20G,2021.081,USA,20G,GISAID
hCoV-19/NorthernMarianaIslands/MP-CDC-2-3998467-/2021.138/20G,2021.138,NorthernMarianaIslands,20G,GISAID
hCoV-19/USA/CA-UCSF-JD115/2021.059/20G,2021.059,USA,20G,GISAID
hCoV-19/USA/KY-UW20112805213/2020.908/20G,2020.908,USA,20G,GISAID
hCoV-19/USA/NC-CDC-LC0000625/2020.988/20G,2020.988,USA,20G,GISAID
hCoV-19/USA/WA-S3470/2020.908/20G,2020.908,USA,20G,GISAID
hCoV-19/NewZealand/20CV0672/2020.96/20G,2020.96,NewZealand,20G,GISAID
hCoV-19/USA/MO-CDC-QDX21567651/2021.075/20G,2021.075,USA,20G,GISAID
hCoV-19/Djibouti/NAMRU3_E06/2020.944/20G,2020.944,Djibouti,20G,GISAID
hCoV-19/USA/WI-UW-3343/2021.105/20G,2021.105,USA,20G,GISAID
hCoV-19/USA/TN-2-23118-5/2020.895/20G,2020.895,USA,20G,GISAID
hCoV-19/Fiji/FJ016/2020.654/20C,2020.654,Fiji,20C,GISAID
hCoV-19/CotedIvoire/ECOV347014-cv013/2021.571/20C,2021.571,CotedIvoire,20C,GISAID
hCoV-19/Ghana/WACCBIP-GS298/2020.895/20C,2020.895,Ghana,20C,GISAID
hCoV-19/Ghana/WACCBIP-GS272/2020.922/20C,2020.922,Ghana,20C,GISAID
hCoV-19/Aruba/AW-RIVM-11402/2021.075/20C,2021.075,Aruba,20C,GISAID
hCoV-19/Suriname/SR-438/2021.5/20C,2021.5,Suriname,20C,GISAID
hCoV-19/Suriname/SR-374/2021.448/20C,2021.448,Suriname,20C,GISAID
hCoV-19/USA/ME-CDCBI-CRSP_BL2IIERTNDEDOEFF/2021.338/21F-Iota,2021.338,USA,21F-Iota,GISAID
hCoV-19/USA/DE-CDC-ASC210026994/2021.234/21F-Iota,2021.234,USA,21F-Iota,GISAID
hCoV-19/Ecuador/USFQ-1115-UTPL020/2021.281/21F-Iota,2021.281,Ecuador,21F-Iota,GISAID
hCoV-19/USA/MA-MGH-00570/2020.223/20C,2020.223,USA,20C,GISAID
hCoV-19/USA/LA-ALSR-5825/2020.766/20C,2020.766,USA,20C,GISAID
hCoV-19/USA/AL-Etowah-JDTJ/2020.755/20C,2020.755,USA,20C,GISAID
hCoV-19/USA/AL-QDX-3486/2020.673/20C,2020.673,USA,20C,GISAID
hCoV-19/Mexico/ZAC-InDRE-IBT-52/2020.398/20C,2020.398,Mexico,20C,GISAID
hCoV-19/Georgia/Tb-22208/2020.408/20C,2020.408,Georgia,20C,GISAID
hCoV-19/Guyana/50817/2020.236/20C,2020.236,Guyana,20C,GISAID
hCoV-19/CaboVerde/Santiago_31613/2021.495/20C,2021.495,CaboVerde,20C,GISAID
hCoV-19/CaboVerde/Santiago_32008/2021.519/20C,2021.519,CaboVerde,20C,GISAID
hCoV-19/USA/NV-NSPHL-A0206/2020.419/20C,2020.419,USA,20C,GISAID
hCoV-19/USA/GA-EHC-209C/2020.31/20C,2020.31,USA,20C,GISAID
hCoV-19/CzechRepublic/FNHK-137/2020.253/20C,2020.253,CzechRepublic,20C,GISAID
hCoV-19/USA/NM-UNM-00301/2020.327/20C,2020.327,USA,20C,GISAID
hCoV-19/Guatemala/ASI1107/2020.441/20C,2020.441,Guatemala,20C,GISAID
hCoV-19/Guatemala/GUA-LNS-48495/2020.769/20C,2020.769,Guatemala,20C,GISAID
hCoV-19/Guatemala/ASI1113/2020.46/20C,2020.46,Guatemala,20C,GISAID
hCoV-19/CostaRica/INC-0140/2020.553/20C,2020.553,CostaRica,20C,GISAID
hCoV-19/Mauritius/P-023559/2020.906/20C,2020.906,Mauritius,20C,GISAID
hCoV-19/Panama/PA1020-GMI/2020.627/20C,2020.627,Panama,20C,GISAID
hCoV-19/USA/KY-QDX-3309/2020.523/20C,2020.523,USA,20C,GISAID
hCoV-19/Venezuela/NE7228/2020.553/20C,2020.553,Venezuela,20C,GISAID
hCoV-19/Cameroon/CV423/2020.81/20C,2020.81,Cameroon,20C,GISAID
hCoV-19/Kenya/KEM-20-07-52210/2020.57/20C,2020.57,Kenya,20C,GISAID
hCoV-19/Thailand/63039985__2019/2020.507/20C,2020.507,Thailand,20C,GISAID
hCoV-19/USA/DC-DFS-PHL-0028/2020.217/20C,2020.217,USA,20C,GISAID
hCoV-19/USA/NV-NSPHL-A0057/2020.239/20C,2020.239,USA,20C,GISAID
hCoV-19/Nicaragua/MAN-140/2020.231/20C,2020.231,Nicaragua,20C,GISAID
hCoV-19/USA/PA-MGEL-00547/2020.581/20C,2020.581,USA,20C,GISAID
hCoV-19/Australia/QLD1336/2020.384/20C,2020.384,Australia,20C,GISAID
hCoV-19/Canada/QC-1nIFO-S6053443IA/2020.761/20C,2020.761,Canada,20C,GISAID
hCoV-19/Israel/CVL-n1806/2020.611/20C,2020.611,Israel,20C,GISAID
hCoV-19/Argentina/PAIS-H0107/2020.799/20C,2020.799,Argentina,20C,GISAID
hCoV-19/Paraguay/WOR12903A606/2020.529/20C,2020.529,Paraguay,20C,GISAID
hCoV-19/Argentina/PAIS-D0164/2020.977/20C,2020.977,Argentina,20C,GISAID
hCoV-19/Argentina/PAIS-D0131/2021.19/20C,2021.19,Argentina,20C,GISAID
hCoV-19/Argentina/INEI097126/2020.881/20C,2020.881,Argentina,20C,GISAID
hCoV-19/SouthKorea/Chosun-CoV328_NP/2020.523/20C,2020.523,SouthKorea,20C,GISAID
hCoV-19/SouthKorea/KCDC2356/2020.406/20C,2020.406,SouthKorea,20C,GISAID
hCoV-19/SouthKorea/KDCA0642/2020.611/20C,2020.611,SouthKorea,20C,GISAID
hCoV-19/SouthKorea/KDCA0091/2020.728/20C,2020.728,SouthKorea,20C,GISAID
hCoV-19/SouthKorea/KDCA1906/2021.149/20C,2021.149,SouthKorea,20C,GISAID
hCoV-19/SouthKorea/KDCA1124/2020.955/20C,2020.955,SouthKorea,20C,GISAID
hCoV-19/SouthKorea/KDCA0868/2020.881/20C,2020.881,SouthKorea,20C,GISAID
hCoV-19/SouthKorea/KDCA1238/2021.051/20C,2021.051,SouthKorea,20C,GISAID
hCoV-19/NorthernMarianaIslands/MP-CDC-2-3831105-/2020.98/20C,2020.98,NorthernMarianaIslands,20C,GISAID
hCoV-19/Japan/PG-32904/2021.226/20C,2021.226,Japan,20C,GISAID
hCoV-19/USA/NH-CDC-LC00002993/2020.996/20C,2020.996,USA,20C,GISAID
hCoV-19/Canada/NS-NML-5503/2020.747/20C,2020.747,Canada,20C,GISAID
hCoV-19/Qatar/QA-WCMQ_FD18190060/2020.537/20C,2020.537,Qatar,20C,GISAID
hCoV-19/Iraq/USAFSAM-S075/2020.433/20C,2020.433,Iraq,20C,GISAID
hCoV-19/Qatar/QA-WCMQ_FD18190072/2020.499/20C,2020.499,Qatar,20C,GISAID
hCoV-19/Qatar/QA-QU_12-10-D12/2020.777/20C,2020.777,Qatar,20C,GISAID
hCoV-19/Qatar/QA-WCMQ_FD17462441/2020.433/20C,2020.433,Qatar,20C,GISAID
hCoV-19/Qatar/QA-QU_12-11-F6/2020.906/20C,2020.906,Qatar,20C,GISAID
hCoV-19/USA/NV-CDC-QDX22356533/2021.144/21C-Epsilon,2021.144,USA,21C-Epsilon,GISAID
hCoV-19/Cambodia/VIR2107864/2021.053/21C-Epsilon,2021.053,Cambodia,21C-Epsilon,GISAID
hCoV-19/Nicaragua/MAN-55721/2021.119/21C-Epsilon,2021.119,Nicaragua,21C-Epsilon,GISAID
hCoV-19/Israel/CVL-322ngs/2020.99/21C-Epsilon,2020.99,Israel,21C-Epsilon,GISAID
hCoV-19/CostaRica/INC-0631/2021.341/21C-Epsilon,2021.341,CostaRica,21C-Epsilon,GISAID
hCoV-19/USA/FL-Abbott-201601/2020.862/21C-Epsilon,2020.862,USA,21C-Epsilon,GISAID
hCoV-19/Angola/CERI-KRISP-K013761/2020.936/20H-BetaV2,2020.936,Angola,20H-BetaV2,GISAID
hCoV-19/Angola/CERI-KRISP-K013452/2020.939/20H-BetaV2,2020.939,Angola,20H-BetaV2,GISAID
hCoV-19/Turkey/HSGM-2484/2021.105/20H-BetaV2,2021.105,Turkey,20H-BetaV2,GISAID
hCoV-19/France/IDF-B110-CoVID-61/2021.089/20H-BetaV2,2021.089,France,20H-BetaV2,GISAID
hCoV-19/Zimbabwe/ZW-36782/2020.873/20H-BetaV2,2020.873,Zimbabwe,20H-BetaV2,GISAID
hCoV-19/Angola/CERI-KRISP-K023622/2021.473/20H-BetaV2,2021.473,Angola,20H-BetaV2,GISAID
hCoV-19/Mozambique/COV-2330-A1979/2021.407/20H-BetaV2,2021.407,Mozambique,20H-BetaV2,GISAID
hCoV-19/Belgium/UZA-UA-TIH835/2021.415/20H-BetaV2,2021.415,Belgium,20H-BetaV2,GISAID
hCoV-19/Singapore/268/2021.196/20H-BetaV2,2021.196,Singapore,20H-BetaV2,GISAID
hCoV-19/Qatar/QA-QU_18-9-H10/2021.212/20H-BetaV2,2021.212,Qatar,20H-BetaV2,GISAID
hCoV-19/Australia/ACT0099/2021.185/20H-BetaV2,2021.185,Australia,20H-BetaV2,GISAID
hCoV-19/HongKong/VM21024378/2021.344/20H-BetaV2,2021.344,HongKong,20H-BetaV2,GISAID
hCoV-19/Philippines/PH-PGC-59031/2021.514/20H-BetaV2,2021.514,Philippines,20H-BetaV2,GISAID
hCoV-19/Philippines/PH-PGC-17643/2021.21/20H-BetaV2,2021.21,Philippines,20H-BetaV2,GISAID
hCoV-19/Philippines/PH-PGC-40553/2021.314/20H-BetaV2,2021.314,Philippines,20H-BetaV2,GISAID
hCoV-19/Malawi/CERI-KRISP-K020976/2021.21/20H-BetaV2,2021.21,Malawi,20H-BetaV2,GISAID
hCoV-19/Malawi/CERI-KRISP-K015205/2021.086/20H-BetaV2,2021.086,Malawi,20H-BetaV2,GISAID
hCoV-19/Eswatini/N6822/2021.056/20H-BetaV2,2021.056,Eswatini,20H-BetaV2,GISAID
hCoV-19/Togo/NMIMR-21-TGS-114/2021.248/20H-BetaV2,2021.248,Togo,20H-BetaV2,GISAID
hCoV-19/Lesotho/N7146/2021.36/20H-BetaV2,2021.36,Lesotho,20H-BetaV2,GISAID
hCoV-19/Botswana/R16B61_BHP_CV1601215/2021.174/20H-BetaV2,2021.174,Botswana,20H-BetaV2,GISAID
hCoV-19/Germany/MV-RKI-I-098270/2021.281/20H-BetaV2,2021.281,Germany,20H-BetaV2,GISAID
hCoV-19/NewZealand/21CV0140/2021.059/20H-BetaV2,2021.059,NewZealand,20H-BetaV2,GISAID
hCoV-19/Malawi/COM-4599/2020.99/20H-BetaV2,2020.99,Malawi,20H-BetaV2,GISAID
hCoV-19/Lesotho/N4822/2021.152/20H-BetaV2,2021.152,Lesotho,20H-BetaV2,GISAID
hCoV-19/Zimbabwe/ZW-50189/2021.032/20H-BetaV2,2021.032,Zimbabwe,20H-BetaV2,GISAID
hCoV-19/Guangzhou/ZhangHuan/2020.999/20H-BetaV2,2020.999,Guangzhou,20H-BetaV2,GISAID
hCoV-19/Zimbabwe/CERI-KRISP-K011644/2021.029/20H-BetaV2,2021.029,Zimbabwe,20H-BetaV2,GISAID
hCoV-19/Mauritius/P-033495/2020.949/20H-BetaV2,2020.949,Mauritius,20H-BetaV2,GISAID
hCoV-19/Seychelles/SS459/2021.278/20H-BetaV2,2021.278,Seychelles,20H-BetaV2,GISAID
hCoV-19/Seychelles/SS461/2021.316/20H-BetaV2,2021.316,Seychelles,20H-BetaV2,GISAID
hCoV-19/SouthAfrica/UW21030186641/2021.163/20H-BetaV2,2021.163,SouthAfrica,20H-BetaV2,GISAID
hCoV-19/EquatorialGuinea/98283/2021.163/20H-BetaV2,2021.163,EquatorialGuinea,20H-BetaV2,GISAID
hCoV-19/EquatorialGuinea/82227/2021.04/20H-BetaV2,2021.04,EquatorialGuinea,20H-BetaV2,GISAID
hCoV-19/Liberia/LIB-0255/2021.382/20H-BetaV2,2021.382,Liberia,20H-BetaV2,GISAID
hCoV-19/Spain/CL-COV07844/2021.519/20H-BetaV2,2021.519,Spain,20H-BetaV2,GISAID
hCoV-19/EquatorialGuinea/78388/2021.248/20H-BetaV2,2021.248,EquatorialGuinea,20H-BetaV2,GISAID
hCoV-19/Madagascar/LA2M-113223/2021.538/20H-BetaV2,2021.538,Madagascar,20H-BetaV2,GISAID
hCoV-19/Madagascar/IPM-62156/2021.358/20H-BetaV2,2021.358,Madagascar,20H-BetaV2,GISAID
hCoV-19/Bhutan/RCDC0006-SV210144/2021.245/20H-BetaV2,2021.245,Bhutan,20H-BetaV2,GISAID
hCoV-19/Bangladesh/ideSHi-N-1465/2021.237/20H-BetaV2,2021.237,Bangladesh,20H-BetaV2,GISAID
hCoV-19/Malawi/CERI-KRISP-K020973/2021.21/20H-BetaV2,2021.21,Malawi,20H-BetaV2,GISAID
hCoV-19/Eswatini/N4803/2021.223/20H-BetaV2,2021.223,Eswatini,20H-BetaV2,GISAID
hCoV-19/Kyrgyzstan/NRL-53053/2021.352/20H-BetaV2,2021.352,Kyrgyzstan,20H-BetaV2,GISAID
hCoV-19/England/PHEC-301EE4/2021.229/20H-BetaV2,2021.229,England,20H-BetaV2,GISAID
hCoV-19/Canada/MB-NML-89367/2021.401/20H-BetaV2,2021.401,Canada,20H-BetaV2,GISAID
hCoV-19/env/Morocco/SW5/2020.704/20A,2020.704,env,20A,GISAID
hCoV-19/Ukraine/203100349/2020.477/20A,2020.477,Ukraine,20A,GISAID
hCoV-19/USA/MI-MDHHS-SC21883/2020.283/20A,2020.283,USA,20A,GISAID
hCoV-19/Ukraine/D01/2021.037/20A,2021.037,Ukraine,20A,GISAID
hCoV-19/Mexico/TAM-InDRE_FB13197_S1695/2021.27/20A,2021.27,Mexico,20A,GISAID
hCoV-19/Honduras/38845/2021.319/20A,2021.319,Honduras,20A,GISAID
hCoV-19/Honduras/375106/2021.442/20A,2021.442,Honduras,20A,GISAID
hCoV-19/Guatemala/ASI4163/2021.536/20A,2021.536,Guatemala,20A,GISAID
hCoV-19/mink/Netherlands/NB-EMC-21-19/2020.52/20A,2020.52,mink,20A,GISAID
hCoV-19/CaboVerde/Praia_30215/2020.758/20A,2020.758,CaboVerde,20A,GISAID
hCoV-19/Andorra/202552/2020.198/20A,2020.198,Andorra,20A,GISAID
hCoV-19/USA/RI-CDC-03065076-001/2020.165/20A,2020.165,USA,20A,GISAID
hCoV-19/USA/RI-CDC-03063123-001/2020.16/20A,2020.16,USA,20A,GISAID
hCoV-19/Romania/ROSV_4342/2020.313/20A,2020.313,Romania,20A,GISAID
hCoV-19/Romania/ROSV_2899/2020.294/20A,2020.294,Romania,20A,GISAID
hCoV-19/UnitedArabEmirates/L920632662/2020.245/20A,2020.245,UnitedArabEmirates,20A,GISAID
hCoV-19/Morocco/HMIMV-14N/2020.545/20A,2020.545,Morocco,20A,GISAID
hCoV-19/Romania/DJ45813/2020.867/20A,2020.867,Romania,20A,GISAID
hCoV-19/Italy/CAM-TIGEM-228/2020.818/20A,2020.818,Italy,20A,GISAID
hCoV-19/Switzerland/BS-UHB-42501867/2020.813/20A,2020.813,Switzerland,20A,GISAID
hCoV-19/Bulgaria/21BG-NC_A000074/2020.854/20A,2020.854,Bulgaria,20A,GISAID
hCoV-19/Croatia/IGA-68-132251-P/2020.971/20A,2020.971,Croatia,20A,GISAID
hCoV-19/dog/BosniaandHerzegovina/VFS-UNSA-LMGFI426/2021.073/20A,2021.073,dog,20A,GISAID
hCoV-19/Slovenia/183425/2020.843/20A,2020.843,Slovenia,20A,GISAID
hCoV-19/Liechtenstein/UHB-4168696501/2020.876/20A,2020.876,Liechtenstein,20A,GISAID
hCoV-19/Germany/SN-RKI-I-057551/2021.221/20A,2021.221,Germany,20A,GISAID
hCoV-19/Liechtenstein/UHB-4176424301/2020.993/20A,2020.993,Liechtenstein,20A,GISAID
hCoV-19/CzechRepublic/NRL-10317/2020.81/20A,2020.81,CzechRepublic,20A,GISAID
hCoV-19/Cyprus/Cy072806/2020.794/20A,2020.794,Cyprus,20A,GISAID
hCoV-19/Cyprus/BMVUCY457/2020.827/20A,2020.827,Cyprus,20A,GISAID
hCoV-19/Argentina/PAIS-A0015/2020.25/20A,2020.25,Argentina,20A,GISAID
hCoV-19/Bolivia/26959/2020.324/20A,2020.324,Bolivia,20A,GISAID
hCoV-19/Bolivia/SAN-UPCH-1078/2020.387/20A,2020.387,Bolivia,20A,GISAID
hCoV-19/Paraguay/REDE-PY2/2020.936/20A,2020.936,Paraguay,20A,GISAID
hCoV-19/Bolivia/SAN-UPCH-1011/2020.936/20A,2020.936,Bolivia,20A,GISAID
hCoV-19/Bolivia/SAN-UPCH-1015/2020.9/20A,2020.9,Bolivia,20A,GISAID
hCoV-19/Colombia/TOL-INS-80202/2020.206/20A,2020.206,Colombia,20A,GISAID
hCoV-19/Colombia/GUR-41483/2020.499/20A,2020.499,Colombia,20A,GISAID
hCoV-19/Colombia/DC-C89/2020.775/20A,2020.775,Colombia,20A,GISAID
hCoV-19/Spain/CB-IBV-98002822/2020.231/20A,2020.231,Spain,20A,GISAID
hCoV-19/Hungary/MH-9653/2020.425/20A,2020.425,Hungary,20A,GISAID
hCoV-19/Chile/RM-130924/2020.556/20A,2020.556,Chile,20A,GISAID
hCoV-19/Venezuela/LaG901/2020.807/20A,2020.807,Venezuela,20A,GISAID
hCoV-19/Venezuela/Mir1463/2021.21/20A,2021.21,Venezuela,20A,GISAID
hCoV-19/Canada/MB-NML-619/2020.411/20A,2020.411,Canada,20A,GISAID
hCoV-19/Mexico/GRO-InDRE-92/2020.545/20A,2020.545,Mexico,20A,GISAID
hCoV-19/Mexico/TLA-InDRE_109/2020.559/20A,2020.559,Mexico,20A,GISAID
hCoV-19/Mexico/COL-IBT-IMSS-501/2020.37/20A,2020.37,Mexico,20A,GISAID
hCoV-19/Mexico/QUE-IBT-IMSS-436/2020.264/20A,2020.264,Mexico,20A,GISAID
hCoV-19/EquatorialGuinea/7287/2020.359/20A,2020.359,EquatorialGuinea,20A,GISAID
hCoV-19/EquatorialGuinea/49849/2020.613/20A,2020.613,EquatorialGuinea,20A,GISAID
hCoV-19/EquatorialGuinea/12682/2020.411/20A,2020.411,EquatorialGuinea,20A,GISAID
hCoV-19/EquatorialGuinea/49973/2020.616/20A,2020.616,EquatorialGuinea,20A,GISAID
hCoV-19/EquatorialGuinea/47665/2020.594/20A,2020.594,EquatorialGuinea,20A,GISAID
hCoV-19/Luxembourg/LNS0814536/2020.209/20A,2020.209,Luxembourg,20A,GISAID
hCoV-19/Mexico/COL-IBT-IMSS-500/2020.365/20A,2020.365,Mexico,20A,GISAID
hCoV-19/Ecuador/USFQ-162/2020.534/20A,2020.534,Ecuador,20A,GISAID
hCoV-19/Gambia/NPHL-2640/2020.46/20A,2020.46,Gambia,20A,GISAID
hCoV-19/Gambia/23736/2020.974/20A,2020.974,Gambia,20A,GISAID
hCoV-19/Senegal/90325/2020.63/20A,2020.63,Senegal,20A,GISAID
hCoV-19/Senegal/90390/2020.635/20A,2020.635,Senegal,20A,GISAID
hCoV-19/Hungary/MH-13211/2020.512/20A,2020.512,Hungary,20A,GISAID
hCoV-19/Jordan/MA-ALSR-2583/2020.425/20A,2020.425,Jordan,20A,GISAID
hCoV-19/Lebanon/S18_S35/2020.474/20A,2020.474,Lebanon,20A,GISAID
hCoV-19/Lebanon/S14_S31/2020.537/20A,2020.537,Lebanon,20A,GISAID
hCoV-19/Lebanon/LAU-H87/2020.941/20A,2020.941,Lebanon,20A,GISAID
hCoV-19/Lebanon/S15_S32/2020.534/20A,2020.534,Lebanon,20A,GISAID
hCoV-19/Lebanon/CMUL-157/2020.745/20A,2020.745,Lebanon,20A,GISAID
hCoV-19/Lebanon/CMUL-185/2020.649/20A,2020.649,Lebanon,20A,GISAID
hCoV-19/Lebanon/CMUL-186/2020.649/20A,2020.649,Lebanon,20A,GISAID
hCoV-19/USA/MN-Mayo7784/2020.813/20A,2020.813,USA,20A,GISAID
hCoV-19/Kosovo/ChVir23108/2021.01/20A,2021.01,Kosovo,20A,GISAID
hCoV-19/Cyprus/BMVUCY371/2020.578/20A,2020.578,Cyprus,20A,GISAID
hCoV-19/USA/AZ-ASU77665/2021.018/20A,2021.018,USA,20A,GISAID
hCoV-19/NorthernMarianaIslands/MP-CDC-2-3831009-/2020.96/20A,2020.96,NorthernMarianaIslands,20A,GISAID
hCoV-19/SouthAfrica/NHLS-UCT-GS-1763/2020.638/20A,2020.638,SouthAfrica,20A,GISAID
hCoV-19/SouthAfrica/UFS-102/2020.857/20A,2020.857,SouthAfrica,20A,GISAID
hCoV-19/USA/MI-UM-10038134793/2021.089/20A,2021.089,USA,20A,GISAID
hCoV-19/USA/MO-CDC-4010103-001/2021.078/20A,2021.078,USA,20A,GISAID
hCoV-19/USA/KY-CDC-LC0018241/2021.122/20A,2021.122,USA,20A,GISAID
hCoV-19/Bahamas/33844/2020.843/20A,2020.843,Bahamas,20A,GISAID
hCoV-19/Djibouti/NAMRU3_CL5/2020.966/20A,2020.966,Djibouti,20A,GISAID
hCoV-19/USA/GA-Mayo22451/2020.687/20A,2020.687,USA,20A,GISAID
hCoV-19/Australia/NSW1234/2020.914/20A,2020.914,Australia,20A,GISAID
hCoV-19/Curacao/CW-RIVM-10365/2020.611/20A,2020.611,Curacao,20A,GISAID
hCoV-19/Aruba/AW-RIVM-10392/2020.649/20A,2020.649,Aruba,20A,GISAID
hCoV-19/Curacao/CW-RIVM-21710/2020.867/20A,2020.867,Curacao,20A,GISAID
hCoV-19/Curacao/CW-RIVM-21719/2020.832/20A,2020.832,Curacao,20A,GISAID
hCoV-19/Luxembourg/LNS4845603/2020.204/20A,2020.204,Luxembourg,20A,GISAID
hCoV-19/Scotland/EDB5780/2020.321/20A,2020.321,Scotland,20A,GISAID
hCoV-19/Denmark/SSI-02/2020.16/20A,2020.16,Denmark,20A,GISAID
hCoV-19/Djibouti/CNSS00187-IHU1031243455/2020.408/20A,2020.408,Djibouti,20A,GISAID
hCoV-19/USA/OR-OHSU-6592/2020.919/20A,2020.919,USA,20A,GISAID
hCoV-19/Guinea/Conakry_IPG8665/2020.592/20A,2020.592,Guinea,20A,GISAID
hCoV-19/Italy/CAM-TIGEM-1467/2020.952/20E-EU1,2020.952,Italy,20E-EU1,GISAID
hCoV-19/Switzerland/BS-UHB-42495641/2020.805/20E-EU1,2020.805,Switzerland,20E-EU1,GISAID
hCoV-19/Italy/VEN-IZSVe-20RS2272-1_PD/2020.949/20E-EU1,2020.949,Italy,20E-EU1,GISAID
hCoV-19/Finland/THL-202109772/2021.223/20E-EU1,2021.223,Finland,20E-EU1,GISAID
hCoV-19/Iceland/4421/2020.753/20E-EU1,2020.753,Iceland,20E-EU1,GISAID
hCoV-19/Iceland/3047/2020.925/20E-EU1,2020.925,Iceland,20E-EU1,GISAID
hCoV-19/Denmark/DCGC-8719/2020.818/20E-EU1,2020.818,Denmark,20E-EU1,GISAID
hCoV-19/Spain/CT-HUVH-83754/2020.649/20E-EU1,2020.649,Spain,20E-EU1,GISAID
hCoV-19/Switzerland/ZH-ETHZ-410076/2020.952/20E-EU1,2020.952,Switzerland,20E-EU1,GISAID
