Isolate,Accession_number,Collection_time,Location,Global_clade,Source
A/SriLanka/45/2016/2016.96/3C.2a,EPI_ISL_249211,2016.96,SriLanka,3C.2a,GISAID
A/SriLanka/5/2017/2017.021/3C.2a,EPI_ISL_249170,2017.021,SriLanka,3C.2a,GISAID
A/SriLanka/49/2016/2016.755/3C.2a,EPI_ISL_249209,2016.755,SriLanka,3C.2a,GISAID
A/Yokohama/4/2016/2016.026/3C.2a,EPI_ISL_213432,2016.026,Yokohama,3C.2a,GISAID
A/NorthCarolina/4/2016/2016.034/3C.2a,EPI_ISL_219118,2016.034,NorthCarolina,3C.2a,GISAID
A/Tianjin-Nankai/1405/2016/2016.184/3C.2a,EPI_ISL_225359,2016.184,Tianjin-Nankai,3C.2a,GISAID
A/England/74000490/2017/2017.147/3C.2a,EPI_ISL_286916,2017.147,England,3C.2a,GISAID
A/Ecuador/1614/2017/2017.281/3C.2a,EPI_ISL_275724,2017.281,Ecuador,3C.2a,GISAID
A/Singapore/INFTT-16-0297/2016/2016.152/3C.2a,EPI_ISL_225927,2016.152,Singapore,3C.2a,GISAID
A/Oman/2758/2016/2016.195/3C.2a1,EPI_ISL_223656,2016.195,Oman,3C.2a1,GISAID
A/Singapore/INFTT-16-0411/2016/2016.228/3C.2a1,EPI_ISL_13046484,2016.228,Singapore,3C.2a1,GISAID
A/SouthAustralia/135/2016/2016.843/3C.2a1,EPI_ISL_239828,2016.843,SouthAustralia,3C.2a1,GISAID
A/Newcastle/30/2016/2016.242/3C.2a1,EPI_ISL_227637,2016.242,Newcastle,3C.2a1,GISAID
A/Antananarivo/1067/2016/2016.261/3C.2a1,EPI_ISL_282800,2016.261,Antananarivo,3C.2a1,GISAID
A/Antananarivo/1067/2016-egg/2016.261/3C.2a1,EPI_ISL_281573,2016.261,Antananarivo,3C.2a1,GISAID
A/NosyBe/1060/2016/2016.245/3C.2a1,EPI_ISL_230302,2016.245,NosyBe,3C.2a1,GISAID
A/Oman/5466/2016/2016.512/3C.2a1,EPI_ISL_233478,2016.512,Oman,3C.2a1,GISAID
A/Dnipro/769/2016/2016.25/3C.2a1,EPI_ISL_225051,2016.25,Dnipro,3C.2a1,GISAID
A/Wisconsin/84/2016/2016.745/3C.2a1,EPI_ISL_238663,2016.745,Wisconsin,3C.2a1,GISAID
A/Reunion/2122/2016/2016.649/3C.2a1,EPI_ISL_331769,2016.649,Reunion,3C.2a1,GISAID
A/Arizona/67/2016/2016.34/3C.2a1,EPI_ISL_287721,2016.34,Arizona,3C.2a1,GISAID
A/Bulgaria/1247/2016/2016.988/3C.2a1,EPI_ISL_259118,2016.988,Bulgaria,3C.2a1,GISAID
A/Singapore/Infimh-16-0019/2016/2016.452/3C.2a1,EPI_ISL_344419,2016.452,Singapore,3C.2a1,GISAID
A/Singapore/Infimh-16-0019/2016-egg/2016.452/3C.2a1,EPI_ISL_239803,2016.452,Singapore,3C.2a1,GISAID
A/Belgium/G0690/2016/2016.9/3C.2a1,EPI_ISL_264039,2016.9,Belgium,3C.2a1,GISAID
A/Bangladesh/3001/2016/2016.668/3C.2a1,EPI_ISL_238649,2016.668,Bangladesh,3C.2a1,GISAID
A/Washington/106/2016/2016.963/3C.2a1,EPI_ISL_281572,2016.963,Washington,3C.2a1,GISAID
A/Delaware/32/2016/2016.873/3C.2a1,EPI_ISL_239648,2016.873,Delaware,3C.2a1,GISAID
A/Rome/14/2016/2016.187/3C.2a1,EPI_ISL_221321,2016.187,Rome,3C.2a1,GISAID
A/Stockholm/32/2016/2016.561/3C.2a1,EPI_ISL_234034,2016.561,Stockholm,3C.2a1,GISAID
A/Norway/3806/2016-egg/2016.449/3C.2a1,EPI_ISL_247959,2016.449,Norway,3C.2a1,GISAID
A/Oman/4726/2016/2016.376/3C.2a1,EPI_ISL_239667,2016.376,Oman,3C.2a1,GISAID
A/NewZealand/1184/2016/2016.794/3C.2a1,EPI_ISL_240307,2016.794,NewZealand,3C.2a1,GISAID
A/Yokohama/124/2016/2016.633/3C.2a1,EPI_ISL_236847,2016.633,Yokohama,3C.2a1,GISAID
A/Austria/956928/2016/2016.914/3C.2a1,EPI_ISL_240736,2016.914,Austria,3C.2a1,GISAID
A/TripoliGR/475/2017/2017.045/3C.2a1,EPI_ISL_259683,2017.045,TripoliGR,3C.2a1,GISAID
A/Iceland/85/2016/2016.993/3C.2a1,EPI_ISL_248433,2016.993,Iceland,3C.2a1,GISAID
A/Yokohama/149/2016/2016.914/3C.2a1a,EPI_ISL_248926,2016.914,Yokohama,3C.2a1a,GISAID
A/Oregon/19/2016/2016.799/3C.2a1a,EPI_ISL_240166,2016.799,Oregon,3C.2a1a,GISAID
A/SouthAfrica/R05675/2017/2017.495/3C.2a1a,EPI_ISL_285889,2017.495,SouthAfrica,3C.2a1a,GISAID
A/Stockholm/27/2017/2017.278/3C.2a1a,EPI_ISL_263026,2017.278,Stockholm,3C.2a1a,GISAID
A/StPetersburg/274/2017/2017.278/3C.2a1a,EPI_ISL_274569,2017.278,StPetersburg,3C.2a1a,GISAID
A/Finland/758/2017/2017.075/3C.2a1a,EPI_ISL_263878,2017.075,Finland,3C.2a1a,GISAID
A/Visby/5/2017/2017.177/3C.2a1a,EPI_ISL_261690,2017.177,Visby,3C.2a1a,GISAID
A/Norway/2113/2017/2017.242/3C.2a1a,EPI_ISL_273265,2017.242,Norway,3C.2a1a,GISAID
A/Torino/78/2017/2017.092/3C.2a1a,EPI_ISL_275526,2017.092,Torino,3C.2a1a,GISAID
A/StPetersburg/311/2017/2017.166/3C.2a1a,EPI_ISL_273701,2017.166,StPetersburg,3C.2a1a,GISAID
A/Santiago/56159/2017/2017.541/3C.2a1a,EPI_ISL_286016,2017.541,Santiago,3C.2a1a,GISAID
A/Peru/6917/2017/2017.432/3C.2a1a,EPI_ISL_275733,2017.432,Peru,3C.2a1a,GISAID
A/Greece/4/2017-egg/2017.004/3C.2a1a,EPI_ISL_273134,2017.004,Greece,3C.2a1a,GISAID
A/Uruguay/43/2017/2017.223/3C.2a1a,EPI_ISL_277877,2017.223,Uruguay,3C.2a1a,GISAID
A/Congo/7/2018/2018.01/3C.2a1a,EPI_ISL_313517,2018.01,Congo,3C.2a1a,GISAID
A/Congo/553/2017/2017.936/3C.2a1a,EPI_ISL_311641,2017.936,Congo,3C.2a1a,GISAID
A/India/8359/2016/2016.542/3C.2a1,EPI_ISL_233425,2016.542,India,3C.2a1,GISAID
A/Bangladesh/8007/2017/2017.371/3C.2a1,EPI_ISL_277271,2017.371,Bangladesh,3C.2a1,GISAID
A/Guatemala/228/2017/2017.464/3C.2a1,EPI_ISL_281535,2017.464,Guatemala,3C.2a1,GISAID
A/Yamaguchi/34/2016/2016.824/3C.2a1,EPI_ISL_240553,2016.824,Yamaguchi,3C.2a1,GISAID
A/Texas/68/2017/2017.163/3C.2a1,EPI_ISL_270165,2017.163,Texas,3C.2a1,GISAID
A/Florida/23/2017/2017.223/3C.2a1,EPI_ISL_259804,2017.223,Florida,3C.2a1,GISAID
A/Victoria/1000/2017/2017.073/3C.2a1,EPI_ISL_269335,2017.073,Victoria,3C.2a1,GISAID
A/NovgorogVelikiy/82/2017/2017.1/3C.2a1,EPI_ISL_276306,2017.1,NovgorogVelikiy,3C.2a1,GISAID
A/Colombia/5238/2017/2017.588/3C.2a1,EPI_ISL_283333,2017.588,Colombia,3C.2a1,GISAID
A/Parana/99/2017/2017.127/3C.2a1,EPI_ISL_274265,2017.127,Parana,3C.2a1,GISAID
A/Bahrain/786/2016/2016.665/3C.2a1,EPI_ISL_255323,2016.665,Bahrain,3C.2a1,GISAID
A/Ovalle/47167/2017/2017.456/3C.2a1,EPI_ISL_275752,2017.456,Ovalle,3C.2a1,GISAID
A/Finland/725/2016/2016.952/3C.2a1,EPI_ISL_245682,2016.952,Finland,3C.2a1,GISAID
A/SouthCarolina/4/2017/2017.045/3C.2a1,EPI_ISL_284135,2017.045,SouthCarolina,3C.2a1,GISAID
A/Uruguay/14/2017/2017.084/3C.2a1,EPI_ISL_275719,2017.084,Uruguay,3C.2a1,GISAID
A/Singapore/TT0555/2017/2017.36/3C.2a1,EPI_ISL_269771,2017.36,Singapore,3C.2a1,GISAID
A/SriLanka/94/2017/2017.914/3C.2a1,EPI_ISL_299652,2017.914,SriLanka,3C.2a1,GISAID
A/Nagano/2731/2017/2017.908/3C.2a1,EPI_ISL_306954,2017.908,Nagano,3C.2a1,GISAID
A/Oman/5186/2017/2017.752/3C.2a1,EPI_ISL_288548,2017.752,Oman,3C.2a1,GISAID
A/India/9930/2017/2017.821/3C.2a1,EPI_ISL_296070,2017.821,India,3C.2a1,GISAID
A/Paris/1379/2017/2017.719/3C.2a1,EPI_ISL_282146,2017.719,Paris,3C.2a1,GISAID
A/Pakistan/178/2017/2017.582/3C.2a1,EPI_ISL_303224,2017.582,Pakistan,3C.2a1,GISAID
A/Texas/290/2017/2017.796/3C.2a1,EPI_ISL_286134,2017.796,Texas,3C.2a1,GISAID
A/HongKong/4829/2017/2017.807/3C.2a1,EPI_ISL_295875,2017.807,HongKong,3C.2a1,GISAID
A/Philippines/758/2017/2017.689/3C.2a1,EPI_ISL_305004,2017.689,Philippines,3C.2a1,GISAID
A/Bangladesh/723/2018/2018.653/3C.2a1,EPI_ISL_336712,2018.653,Bangladesh,3C.2a1,GISAID
A/Bangladesh/1371/2018/2018.56/3C.2a1,EPI_ISL_330941,2018.56,Bangladesh,3C.2a1,GISAID
A/Zhejiang-Nanhu/1745/2017/2017.695/3C.2a1,EPI_ISL_290627,2017.695,Zhejiang-Nanhu,3C.2a1,GISAID
A/Yokohama/145/2017/2017.741/3C.2a1,EPI_ISL_288989,2017.741,Yokohama,3C.2a1,GISAID
A/Maldives/1068/2017/2017.7/3C.2a1,EPI_ISL_305852,2017.7,Maldives,3C.2a1,GISAID
A/Kanagawa/IC1725/2018/2018.048/3C.2a1,EPI_ISL_306947,2018.048,Kanagawa,3C.2a1,GISAID
A/Philippines/189/2018/2018.136/3C.2a1,EPI_ISL_322935,2018.136,Philippines,3C.2a1,GISAID
A/Philippines/334/2018/2018.232/3C.2a1,EPI_ISL_319715,2018.232,Philippines,3C.2a1,GISAID
A/Ohio/26/2018/2018.574/3C.2a1,EPI_ISL_330492,2018.574,Ohio,3C.2a1,GISAID
A/AbuDhabi/134/2018/2018.785/3C.2a1,EPI_ISL_336693,2018.785,AbuDhabi,3C.2a1,GISAID
A/Yokohama/95/2018/2018.632/3C.2a1,EPI_ISL_331844,2018.632,Yokohama,3C.2a1,GISAID
A/Sydney/22/2018/2018.168/3C.2a1,EPI_ISL_314014,2018.168,Sydney,3C.2a1,GISAID
A/Wisconsin/95/2018/2018.585/3C.2a1,EPI_ISL_330493,2018.585,Wisconsin,3C.2a1,GISAID
A/Madagascar/1123/2018/2018.232/3C.2a1,EPI_ISL_330970,2018.232,Madagascar,3C.2a1,GISAID
A/HongKong/2060/2018/2018.722/3C.2a1,EPI_ISL_331340,2018.722,HongKong,3C.2a1,GISAID
A/Victoria/9/2019/2019.081/3C.2a1,EPI_ISL_342171,2019.081,Victoria,3C.2a1,GISAID
A/Sakonnakhon/290/2017/2017.695/3C.2a1b.1,EPI_ISL_299691,2017.695,Sakonnakhon,3C.2a1b.1,GISAID
A/Victoria/899/2017/2017.777/3C.2a1b.1,EPI_ISL_293815,2017.777,Victoria,3C.2a1b.1,GISAID
A/Yokosuka/26/2017/2017.801/3C.2a1b.1,EPI_ISL_294306,2017.801,Yokosuka,3C.2a1b.1,GISAID
A/Wellington/1/2018/2018.311/3C.2a1b.1,EPI_ISL_320384,2018.311,Wellington,3C.2a1b.1,GISAID
A/Victoria/653/2017-egg/2017.607/3C.2a1b.1,EPI_ISL_291272,2017.607,Victoria,3C.2a1b.1,GISAID
A/Victoria/653/2017/2017.607/3C.2a1b.1,EPI_ISL_277940,2017.607,Victoria,3C.2a1b.1,GISAID
A/NewZealand/2391/2017/2017.67/3C.2a1b.1,EPI_ISL_286066,2017.67,NewZealand,3C.2a1b.1,GISAID
A/Cambodia/1054/2017/2017.905/3C.2a1b.1,EPI_ISL_308979,2017.905,Cambodia,3C.2a1b.1,GISAID
A/Nonthaburi/182/2017/2017.626/3C.2a1b.1,EPI_ISL_303255,2017.626,Nonthaburi,3C.2a1b.1,GISAID
A/Bangladesh/2171/2017/2017.448/3C.2a1b.1,EPI_ISL_277153,2017.448,Bangladesh,3C.2a1b.1,GISAID
A/HongKong/2286/2017/2017.39/3C.2a1b.1,EPI_ISL_274783,2017.39,HongKong,3C.2a1b.1,GISAID
A/HongKong/2286/2017-egg/2017.39/3C.2a1b.1,EPI_ISL_289025,2017.39,HongKong,3C.2a1b.1,GISAID
A/Vietnam/Lisn131/2017/2017.566/3C.2a1b.1,EPI_ISL_292526,2017.566,Vietnam,3C.2a1b.1,GISAID
A/Tokyo/17185/2017/2017.456/3C.2a1b.1,EPI_ISL_277435,2017.456,Tokyo,3C.2a1b.1,GISAID
A/Afghanistan/833/2017/2017.941/3C.2a1b.1,EPI_ISL_303093,2017.941,Afghanistan,3C.2a1b.1,GISAID
A/Afghanistan/616/2017/2017.9/3C.2a1b.1,EPI_ISL_303068,2017.9,Afghanistan,3C.2a1b.1,GISAID
A/Wakayama-C/107/2017/2017.612/3C.2a1b.1,EPI_ISL_287741,2017.612,Wakayama-C,3C.2a1b.1,GISAID
A/Lao/4043/2017/2017.79/3C.2a1b.1,EPI_ISL_320726,2017.79,Lao,3C.2a1b.1,GISAID
A/Vladimir/191/2018/2018.347/3C.2a1b.1,EPI_ISL_320286,2018.347,Vladimir,3C.2a1b.1,GISAID
A/St-Etienne/1998/2018/2018.788/3C.2a1b.1,EPI_ISL_345752,2018.788,St-Etienne,3C.2a1b.1,GISAID
A/Xinjiang-Tianshan/813/2018/2018.048/3C.2a1b.1,EPI_ISL_334631,2018.048,Xinjiang-Tianshan,3C.2a1b.1,GISAID
A/Maldives/1471/2017/2017.952/3C.2a1b.1,EPI_ISL_305854,2017.952,Maldives,3C.2a1b.1,GISAID
A/Oman/1759/2018/2018.19/3C.2a1b.1,EPI_ISL_312835,2018.19,Oman,3C.2a1b.1,GISAID
A/Oman/943/2018/2018.086/3C.2a1b.1,EPI_ISL_313507,2018.086,Oman,3C.2a1b.1,GISAID
A/Lebanon/560/2018/2018.67/3C.2a1b.1,EPI_ISL_331544,2018.67,Lebanon,3C.2a1b.1,GISAID
A/Lebanon/661/2018/2018.908/3C.2a1b.1,EPI_ISL_346219,2018.908,Lebanon,3C.2a1b.1,GISAID
A/Bangladesh/2097/2017/2017.497/3C.2a1b.1,EPI_ISL_285881,2017.497,Bangladesh,3C.2a1b.1,GISAID
A/India/4658/2018/2018.086/3C.2a1b.1,EPI_ISL_321253,2018.086,India,3C.2a1b.1,GISAID
A/India/4667/2018/2018.24/3C.2a1b.1,EPI_ISL_321888,2018.24,India,3C.2a1b.1,GISAID
A/Oman/5101/2017/2017.738/3C.2a1b.1,EPI_ISL_288547,2017.738,Oman,3C.2a1b.1,GISAID
A/Townsville/18/2017/2017.993/3C.2a1b.1,EPI_ISL_299661,2017.993,Townsville,3C.2a1b.1,GISAID
A/Sydney/8/2018/2018.059/3C.2a1b.1,EPI_ISL_312164,2018.059,Sydney,3C.2a1b.1,GISAID
A/Bangladesh/3007/2017/2017.588/3C.2a1b.1,EPI_ISL_286069,2017.588,Bangladesh,3C.2a1b.1,GISAID
A/HongKong/1101/2018/2018.445/3C.2a1b.1,EPI_ISL_319864,2018.445,HongKong,3C.2a1b.1,GISAID
A/Vietnam/GHS180004/2018/2018.012/3C.2a1b.1,EPI_ISL_346041,2018.012,Vietnam,3C.2a1b.1,GISAID
A/Norway/4074/2017/2017.955/3C.2a1b.1,EPI_ISL_309315,2017.955,Norway,3C.2a1b.1,GISAID
A/Slovenia/2269/2017/2017.763/3C.2a1b.1,EPI_ISL_294246,2017.763,Slovenia,3C.2a1b.1,GISAID
A/Trang/2627/2017/2017.944/3C.2a1b.1,EPI_ISL_299952,2017.944,Trang,3C.2a1b.1,GISAID
A/Lithuania/MB10772/2018/2018.256/3C.2a1b.1,EPI_ISL_320641,2018.256,Lithuania,3C.2a1b.1,GISAID
A/Wisconsin/327/2017/2017.725/3C.2a1b.1,EPI_ISL_283178,2017.725,Wisconsin,3C.2a1b.1,GISAID
A/PortTalbot/3763/2017/2017.927/3C.2a1b.1,EPI_ISL_299729,2017.927,PortTalbot,3C.2a1b.1,GISAID
A/HongKong/3630/2017/2017.549/3C.2a1b.1,EPI_ISL_281531,2017.549,HongKong,3C.2a1b.1,GISAID
A/Florida/52/2017/2017.59/3C.2a1b.1,EPI_ISL_281483,2017.59,Florida,3C.2a1b.1,GISAID
A/Wrexham/4801/2017/2017.79/3C.2a1b.1,EPI_ISL_302461,2017.79,Wrexham,3C.2a1b.1,GISAID
A/Wrexham/7024/2017/2017.851/3C.2a1b.1,EPI_ISL_302054,2017.851,Wrexham,3C.2a1b.1,GISAID
A/Yokohama/232/2017/2017.982/3C.2a1b.1,EPI_ISL_320554,2017.982,Yokohama,3C.2a1b.1,GISAID
A/NewCaledonia/8/2018/2018.16/3C.2a1b.1,EPI_ISL_322728,2018.16,NewCaledonia,3C.2a1b.1,GISAID
A/Uppsala/1/2018/2018.042/3C.2a1b.1,EPI_ISL_302184,2018.042,Uppsala,3C.2a1b.1,GISAID
A/AbuDhabi/240/2018/2018.001/3C.2a1b.1,EPI_ISL_312868,2018.001,AbuDhabi,3C.2a1b.1,GISAID
A/AbuDhabi/240/2018-egg/2018.001/3C.2a1b.1,EPI_ISL_332304,2018.001,AbuDhabi,3C.2a1b.1,GISAID
A/Bhutan/742/2018/2018.719/3C.2a1b.1,EPI_ISL_331873,2018.719,Bhutan,3C.2a1b.1,GISAID
A/Bangladesh/155/2018/2018.018/3C.2a1b.1,EPI_ISL_333853,2018.018,Bangladesh,3C.2a1b.1,GISAID
A/Srinagar/AG480/2019/2019.053/3C.2a1b.1,EPI_ISL_389146,2019.053,Srinagar,3C.2a1b.1,GISAID
A/Minnesota/58/2018/2018.889/3C.2a1b.1,EPI_ISL_338586,2018.889,Minnesota,3C.2a1b.1,GISAID
A/India/534/2019/2019.273/3C.2a1b.1,EPI_ISL_391120,2019.273,India,3C.2a1b.1,GISAID
A/SriLanka/45/2018/2018.763/3C.2a1b.1,EPI_ISL_339249,2018.763,SriLanka,3C.2a1b.1,GISAID
A/SriLanka/62/2018/2018.993/3C.2a1b.1,EPI_ISL_339238,2018.993,SriLanka,3C.2a1b.1,GISAID
A/SouthDakota/44/2018/2018.738/3C.2a1b.1,EPI_ISL_331927,2018.738,SouthDakota,3C.2a1b.1,GISAID
A/SriLanka/55/2018/2018.87/3C.2a1b.1,EPI_ISL_339252,2018.87,SriLanka,3C.2a1b.1,GISAID
A/Nonthaburi/329/2018/2018.834/3C.2a1b.1,EPI_ISL_341050,2018.834,Nonthaburi,3C.2a1b.1,GISAID
A/Niger/6159/2018/2018.826/3C.2a1b.1,EPI_ISL_350071,2018.826,Niger,3C.2a1b.1,GISAID
A/NorthCarolina/36/2018/2018.256/3C.2a1b.1,EPI_ISL_341160,2018.256,NorthCarolina,3C.2a1b.1,GISAID
A/Rouen/1414/2018/2018.116/3C.2a1b.1,EPI_ISL_309436,2018.116,Rouen,3C.2a1b.1,GISAID
A/Chanthaburi/1363/2018/2018.538/3C.2a1b.1,EPI_ISL_331052,2018.538,Chanthaburi,3C.2a1b.1,GISAID
A/Lopburi/172/2018/2018.656/3C.2a1b.1,EPI_ISL_341164,2018.656,Lopburi,3C.2a1b.1,GISAID
A/Townsville/23/2018/2018.552/3C.2a1b.1,EPI_ISL_322727,2018.552,Townsville,3C.2a1b.1,GISAID
A/Beijing-Huairou/1557/2018/2018.174/3C.2a1b.1,EPI_ISL_330929,2018.174,Beijing-Huairou,3C.2a1b.1,GISAID
A/Jiangxi-Zhushan/1657/2018/2018.632/3C.2a1b.1,EPI_ISL_334633,2018.632,Jiangxi-Zhushan,3C.2a1b.1,GISAID
A/Zhejiang-Yongkang/1235/2019/2019.212/3C.2a1b.1b,EPI_ISL_367384,2019.212,Zhejiang-Yongkang,3C.2a1b.1b,GISAID
A/Zhejiang-Lucheng/1951/2019/2019.774/3C.2a1b.1b,EPI_ISL_402294,2019.774,Zhejiang-Lucheng,3C.2a1b.1b,GISAID
A/HongKong/121/2019/2019.004/3C.2a1b.1b,EPI_ISL_350950,2019.004,HongKong,3C.2a1b.1b,GISAID
A/HongKong/45/2019/2018.979/3C.2a1b.1b,EPI_ISL_410589,2018.979,HongKong,3C.2a1b.1b,GISAID
A/Zhejiang-Xihu/3108/2019/2019.292/3C.2a1b.1b,EPI_ISL_367043,2019.292,Zhejiang-Xihu,3C.2a1b.1b,GISAID
A/DistrictOfColumbia/3/2019/2019.007/3C.2a1b.1b,EPI_ISL_347919,2019.007,DistrictOfColumbia,3C.2a1b.1b,GISAID
A/Mahasarakham/116/2019/2019.171/3C.2a1b.1b,EPI_ISL_386835,2019.171,Mahasarakham,3C.2a1b.1b,GISAID
A/Lao/1214/2019/2019.347/3C.2a1b.1b,EPI_ISL_391127,2019.347,Lao,3C.2a1b.1b,GISAID
A/Mahasarakham/51/2019/2019.086/3C.2a1b.1b,EPI_ISL_395123,2019.086,Mahasarakham,3C.2a1b.1b,GISAID
A/Lao/1789/2019/2019.497/3C.2a1b.1b,EPI_ISL_398981,2019.497,Lao,3C.2a1b.1b,GISAID
A/Zhejiang-Shangcheng/1450/2019/2019.423/3C.2a1b.1b,EPI_ISL_377068,2019.423,Zhejiang-Shangcheng,3C.2a1b.1b,GISAID
A/Victoria/7/2020/2020.01/3C.2a1b.1b,EPI_ISL_410159,2020.01,Victoria,3C.2a1b.1b,GISAID
A/HongKong/4669/2019/2019.963/3C.2a1b.1b,EPI_ISL_409388,2019.963,HongKong,3C.2a1b.1b,GISAID
A/Saitama/95/2020/2020.217/3C.2a1b.1b,EPI_ISL_577616,2020.217,Saitama,3C.2a1b.1b,GISAID
A/Cambodia/e0403374/2020/2020.184/3C.2a1b.1b,EPI_ISL_514683,2020.184,Cambodia,3C.2a1b.1b,GISAID
A/Nonthaburi/63/2020/2020.173/3C.2a1b.1b,EPI_ISL_1367577,2020.173,Nonthaburi,3C.2a1b.1b,GISAID
A/HongKong/2671/2019/2019.459/3C.2a1b.1b,EPI_ISL_377302,2019.459,HongKong,3C.2a1b.1b,GISAID
A/HongKong/2671/2019-egg/2019.459/3C.2a1b.1b,EPI_ISL_400888,2019.459,HongKong,3C.2a1b.1b,GISAID
A/Yunnan-Wenshan/1269/2020/2020.209/3C.2a1b.1b,EPI_ISL_485475,2020.209,Yunnan-Wenshan,3C.2a1b.1b,GISAID
A/Yunnan-Wenshan/1483/2020/2020.439/3C.2a1b.1b,EPI_ISL_522428,2020.439,Yunnan-Wenshan,3C.2a1b.1b,GISAID
A/Yunnan-Wenshan/1606/2020/2020.553/3C.2a1b.1b,EPI_ISL_768596,2020.553,Yunnan-Wenshan,3C.2a1b.1b,GISAID
A/Yokohama/34/2020/2020.053/3C.2a1b.1b,EPI_ISL_415177,2020.053,Yokohama,3C.2a1b.1b,GISAID
A/HangaRoa/44910/2019/2019.379/3C.2a1b.1b,EPI_ISL_378111,2019.379,HangaRoa,3C.2a1b.1b,GISAID
A/Zhejiang-Shangcheng/1725/2019/2019.673/3C.2a1b.1b,EPI_ISL_402355,2019.673,Zhejiang-Shangcheng,3C.2a1b.1b,GISAID
A/Sichuan-Ziliujing/16/2020/2020.001/3C.2a1b.1b,EPI_ISL_410614,2020.001,Sichuan-Ziliujing,3C.2a1b.1b,GISAID
A/Zhejiang-Lucheng/11038/2019/2019.862/3C.2a1b.1b,EPI_ISL_402306,2019.862,Zhejiang-Lucheng,3C.2a1b.1b,GISAID
A/Yunnan-Chuxiong/187/2020/2020.097/3C.2a1b.1b,EPI_ISL_485470,2020.097,Yunnan-Chuxiong,3C.2a1b.1b,GISAID
A/Oman/4518/2019/2019.544/3C.2a1b.1b,EPI_ISL_394038,2019.544,Oman,3C.2a1b.1b,GISAID
A/Bangladesh/3055/2019/2019.388/3C.2a1b.1b,EPI_ISL_378065,2019.388,Bangladesh,3C.2a1b.1b,GISAID
A/Vermont/25/2019/2019.749/3C.2a1b.1b,EPI_ISL_398857,2019.749,Vermont,3C.2a1b.1b,GISAID
A/PortTalbot/4478/2019/2019.777/3C.2a1b.1b,EPI_ISL_395057,2019.777,PortTalbot,3C.2a1b.1b,GISAID
A/Philippines/1551/2019/2019.87/3C.2a1b.1b,EPI_ISL_402429,2019.87,Philippines,3C.2a1b.1b,GISAID
A/Bangladesh/1582/2019/2019.478/3C.2a1b.1b,EPI_ISL_404753,2019.478,Bangladesh,3C.2a1b.1b,GISAID
A/Yokohama/237/2019/2019.9/3C.2a1b.1b,EPI_ISL_405853,2019.9,Yokohama,3C.2a1b.1b,GISAID
A/Darwin/726/2019/2019.755/3C.2a1b.1b,EPI_ISL_404076,2019.755,Darwin,3C.2a1b.1b,GISAID
A/Philippines/1372/2019/2019.768/3C.2a1b.1b,EPI_ISL_402435,2019.768,Philippines,3C.2a1b.1b,GISAID
A/Kuwait/5141/2019/2019.766/3C.2a1b.1b,EPI_ISL_418543,2019.766,Kuwait,3C.2a1b.1b,GISAID
A/Delaware/39/2019/2019.404/3C.2a1b.1b,EPI_ISL_377915,2019.404,Delaware,3C.2a1b.1b,GISAID
A/Zambia/700159/2021/2021.423/3C.2a1b.1b,EPI_ISL_13285547,2021.423,Zambia,3C.2a1b.1b,GISAID
A/Kenya/143/2021/2021.686/3C.2a1b.1b,EPI_ISL_7257636,2021.686,Kenya,3C.2a1b.1b,GISAID
A/Zambia/305/2021/2021.259/3C.2a1b.1b,EPI_ISL_11496532,2021.259,Zambia,3C.2a1b.1b,GISAID
A/Bangladesh/460/2019/2019.5/3C.2a1b.1b,EPI_ISL_409039,2019.5,Bangladesh,3C.2a1b.1b,GISAID
A/Yunnan-Wenshan/1424/2020/2020.362/3C.2a1b.1b,EPI_ISL_522427,2020.362,Yunnan-Wenshan,3C.2a1b.1b,GISAID
A/Pennsylvania/1026/2019-egg/2019.842/3C.2a1b.1b,EPI_ISL_415686,2019.842,Pennsylvania,3C.2a1b.1b,GISAID
A/Pennsylvania/1033/2019/2019.922/3C.2a1b.1b,EPI_ISL_405737,2019.922,Pennsylvania,3C.2a1b.1b,GISAID
A/Pennsylvania/1026/2019/2019.842/3C.2a1b.1b,EPI_ISL_402781,2019.842,Pennsylvania,3C.2a1b.1b,GISAID
A/SouthAuckland/2/2020/2020.988/3C.2a1b.1b,EPI_ISL_3101000,2020.988,SouthAuckland,3C.2a1b.1b,GISAID
A/Wisconsin/52/2020/2020.193/3C.2a1b.1b,EPI_ISL_424763,2020.193,Wisconsin,3C.2a1b.1b,GISAID
A/Nepal/20FL1005/2020/2020.217/3C.2a1b.1b,EPI_ISL_577622,2020.217,Nepal,3C.2a1b.1b,GISAID
A/Bangladesh/18-1012/2019/2019.799/3C.2a1b.1b,EPI_ISL_430749,2019.799,Bangladesh,3C.2a1b.1b,GISAID
A/Timor-Leste/24/2018/2018.185/3C.2a1b.1,EPI_ISL_339060,2018.185,Timor-Leste,3C.2a1b.1,GISAID
A/Nepal/19FL1496/2019/2019.141/3C.2a1b.1,EPI_ISL_363488,2019.141,Nepal,3C.2a1b.1,GISAID
A/Ireland/81183/2018/2018.875/3C.2a1b.1,EPI_ISL_336094,2018.875,Ireland,3C.2a1b.1,GISAID
A/Concepcion/106858/2018/2018.922/3C.2a1b.1,EPI_ISL_346046,2018.922,Concepcion,3C.2a1b.1,GISAID
A/Colombia/4140/2019/2019.316/3C.2a1b.1,EPI_ISL_377927,2019.316,Colombia,3C.2a1b.1,GISAID
